StockCode,TotalRevenue,CumulativeRevenue,CumulativeRevenuePct,CumulativeProductPct
84078A,13007.150000000001,3399743.9299999983,38.254349262514346,3.4924965893587996
23108,12972.73,3412716.6599999983,38.40032006341178,3.519781718963165
23313,12960.12,3425676.7799999984,38.54614897499222,3.547066848567531
23356,12954.75,3438631.5299999984,38.691917462652576,3.574351978171896
82583,12731.34,3451362.8699999982,38.835172112699055,3.601637107776262
84978,12650.970000000001,3464013.8399999985,38.97752242932705,3.6289222373806274
22752,12639.79,3476653.6299999985,39.119746947179145,3.6562073669849933
22558,12525.21,3489178.8399999985,39.2606821963602,3.6834924965893587
23301,12463.779999999999,3501642.6199999982,39.40092622740143,3.7107776261937246
22507,12411.02,3514053.6399999983,39.54057659624084,3.7380627557980897
22188,12257.95,3526311.5899999985,39.67850460205463,3.7653478854024556
20750,12208.85,3538520.4399999985,39.81588012845013,3.7926330150068215
22866,12204.660000000002,3550725.0999999987,39.95320850843499,3.819918144611187
21232,12195.06,3562920.1599999988,40.09042886800405,3.847203274215553
22171,12160.08,3575080.239999999,40.227255628183045,3.874488403819918
22113,12148.9,3587229.1399999987,40.363956589586145,3.901773533424284
22551,12138.599999999999,3599367.739999999,40.5005416540848,3.9290586630286493
22941,12133.0,3611500.739999999,40.63706370667424,3.956343792633015
20749,12107.51,3623608.2499999986,40.773298942555485,3.98362892223738
82600,12095.28,3635703.5299999984,40.90939656492785,4.0109140518417465
22867,12064.630000000001,3647768.1599999983,41.04514930961854,4.038199181446112
21524,12055.32,3659823.479999998,41.18079729701016,4.0654843110504775
23207,11994.41,3671817.8899999983,41.31575991736781,4.092769440654844
22083,11935.310000000001,3683753.1999999983,41.4500575370407,4.120054570259208
22379,11913.03,3695666.229999998,41.58410445933193,4.147339699863575
DOT,11906.36,3707572.589999998,41.71807632993845,4.17462482946794
22625,11836.23,3719408.819999998,41.85125908890331,4.201909959072306
22568,11756.8,3731165.619999998,41.98354809144872,4.229195088676671
22273,11748.24,3742913.859999998,42.11574077579006,4.256480218281037
47590B,11666.35,3754580.209999998,42.24701202348039,4.283765347885402
22554,11620.929999999998,3766201.1399999983,42.37777219957849,4.311050477489768
20971,11619.39,3777820.5299999984,42.508515047401545,4.338335607094133
23077,11615.7,3789436.2299999986,42.639216374877286,4.365620736698499
21977,11611.0,3801047.2299999986,42.76986481735779,4.392905866302865
23174,11567.24,3812614.469999999,42.9000208667763,4.42019099590723
22607,11561.34,3824175.8099999987,43.03011052864758,4.447476125511597
22149,11549.59,3835725.3999999985,43.160067978030796,4.474761255115962
48188,11536.25,3847261.6499999985,43.28987532404455,4.502046384720328
22191,11527.7,3858789.3499999987,43.41958646437549,4.529331514324693
22427,11421.130000000001,3870210.4799999986,43.54809846556982,4.5566166439290585
21755,11398.710000000001,3881609.1899999985,43.67635819408476,4.583901773533424
22193,11048.890000000001,3892658.0799999987,43.800681703656586,4.61118690313779
21930,10865.83,3903523.9099999988,43.92294539892469,4.638472032742155
22501,10799.0,3914322.9099999988,44.04445711456908,4.665757162346521
22570,10672.31,3924995.219999999,44.164543298288756,4.693042291950887
22413,10638.45,3935633.669999999,44.28424848500022,4.720327421555252
22776,10560.65,3946194.319999999,44.40307825625865,4.7476125511596186
21790,10441.47,3956635.789999999,44.52056699906349,4.774897680763983
47566B,10430.400000000001,3967066.189999999,44.63793118082636,4.8021828103683495
21936,10365.76,3977431.949999999,44.75456802512286,4.829467939972715
22662,10330.99,3987762.939999999,44.87081363297591,4.85675306957708
22730,10259.36,3998022.299999999,44.98625325099733,4.884038199181446
22087,10243.400000000001,4008265.699999999,45.1015132850775,4.911323328785812
85014B,10217.720000000001,4018483.419999999,45.21648436454541,4.938608458390177
21479,10215.47,4028698.889999999,45.33143012672837,4.965893587994543
22617,10210.890000000001,4038909.7799999993,45.446324354171296,4.993178717598909
23170,10170.99,4049080.7699999996,45.56076962176107,5.020463847203274
21340,10123.16,4059203.9299999997,45.67467670013339,5.0477489768076405
20724,10122.45,4069326.38,45.78857578949578,5.075034106412005
47590A,10096.62,4079423.0,45.902184236426926,5.102319236016371
22988,10070.220000000001,4089493.22,46.015495627214634,5.129604365620737
71459,10031.45,4099524.6700000004,46.1283707730523,5.156889495225102
21891,9998.32,4109522.99,46.240873135934194,5.184174624829468
23208,9950.35,4119473.3400000003,46.3528357343009,5.211459754433834
23300,9933.689999999999,4129407.0300000003,46.464610872237714,5.238744884038199
22499,9928.83,4139335.8600000003,46.57633132483901,5.266030013642565
48173C,9797.75,4149133.6100000003,46.68657684867963,5.2933151432469305
23343,9742.1,4158875.7100000004,46.79619619167242,5.320600272851296
21080,9649.99,4168525.7000000007,46.9047791012799,5.347885402455662
23076,9638.16,4178163.860000001,47.01322889822917,5.375170532060027
22569,9632.98,4187796.840000001,47.12162040916241,5.402455661664393
22690,9619.99,4197416.830000001,47.22986575497053,5.429740791268759
84997A,9618.29,4207035.120000001,47.33809197216335,5.457025920873124
22846,9597.31,4216632.430000001,47.44608211973914,5.48431105047749
22556,9588.71,4226221.140000001,47.55397549902579,5.511596180081855
22970,9582.15,4235803.290000001,47.66179506436165,5.538881309686221
84755,9566.51,4245369.800000001,47.76943864643676,5.566166439290587
22605,9555.98,4254925.780000001,47.876963743618305,5.5934515688949515
22633,9516.960000000001,4264442.740000001,47.98404978281814,5.620736698499318
22692,9451.58,4273894.320000001,48.090400157977896,5.648021828103684
22555,9444.14,4283338.460000001,48.1966668173154,5.675306957708049
21430,9401.82,4292740.280000001,48.302457286653286,5.702592087312415
85048,9374.7,4302114.980000001,48.40794259831653,5.729877216916781
84029G,9313.17,4311428.150000001,48.512735566627285,5.757162346521146
22621,9294.57,4320722.720000002,48.61731924538244,5.784447476125512
22560,9281.47,4330004.190000001,48.72175552127853,5.811732605729877
22766,9277.28,4339281.470000002,48.82614465076398,5.8390177353342425
84947,9271.84,4348553.310000001,48.93047256868048,5.866302864938609
21914,9218.88,4357772.190000001,49.03420457396983,5.893587994542973
21481,9196.050000000001,4366968.240000001,49.137679693207865,5.92087312414734
23171,9184.9,4376153.1400000015,49.24102935123381,5.948158253751705
22978,9180.529999999999,4385333.670000002,49.34432983746632,5.975443383356071
21217,9178.3,4394511.970000002,49.44760523145639,6.002728512960437
22561,9064.619999999999,4403576.590000002,49.54960148368942,6.030013642564802
20679,9055.87,4412632.460000002,49.651499279814296,6.057298772169168
23175,8995.0,4421627.460000002,49.75271215899026,6.0845839017735335
22992,8944.439999999999,4430571.900000002,49.85335613064304,6.111869031377899
22632,8738.52,4439310.420000002,49.95168306437697,6.139154160982264
22838,8737.78,4448048.200000002,50.05000167153719,6.166439290586631
21559,8721.89,4456770.090000002,50.148141482405016,6.193724420190995
85150,8696.58,4465466.670000002,50.245996501947445,6.221009549795362
84375,8676.27,4474142.940000001,50.3436229907977,6.248294679399727
20972,8617.24,4482760.180000002,50.44058526661207,6.2755798090040935
22966,8615.130000000001,4491375.310000001,50.537523800439224,6.302864938608459
84991,8604.62,4499979.930000002,50.63434407441534,6.3301500682128236
22619,8571.25,4508551.180000002,50.730788864925294,6.357435197817189
82582,8548.02,4517099.200000001,50.826972268533254,6.384720327421556
23582,8508.220000000001,4525607.420000001,50.922707837500745,6.412005457025921
21791,8500.16,4534107.580000001,51.01835271432748,6.439290586630286
23581,8498.04,4542605.620000001,51.113973736645704,6.466575716234652
22424,8493.5,4551099.120000001,51.209543674308975,6.493860845839018
22041,8450.82,4559549.940000001,51.30463337120701,6.521145975443384
22169,8408.14,4567958.080000001,51.39924282733982,6.548431105047749
21174,8364.64,4576322.720000001,51.493362815963536,6.575716234652114
23318,8345.43,4584668.15,51.58726665123441,6.603001364256481
21216,8330.12,4592998.2700000005,51.68099821644634,6.6302864938608455
22989,8310.17,4601308.44,51.7745053017317,6.657571623465211
22147,8308.75,4609617.19,51.86799640899721,6.684856753069577
22791,8288.890000000001,4617906.08,51.96126404902755,6.712141882673943
22759,8267.25,4626173.33,52.054288193037266,6.739427012278308
84945,8259.25,4634432.58,52.14722232003383,6.766712141882674
23319,8169.4800000000005,4642602.0600000005,52.23914634362144,6.79399727148704
23322,8137.500000000001,4650739.5600000005,52.33071052419892,6.8212824010914055
22655,8125.0,4658864.5600000005,52.42213405319334,6.848567530695771
23256,8115.4800000000005,4666980.040000001,52.51345046194209,6.8758526603001355
23082,8110.68,4675090.720000001,52.60471286048293,6.903137789904503
23078,8077.31,4683168.03,52.695599775557625,6.930422919508867
48116,8045.2699999999995,4691213.3,52.78612617249458,6.957708049113233
22734,8040.27,4699253.569999999,52.87659630879832,6.984993178717599
22749,8022.76,4707276.329999999,52.966869420364496,7.012278308321965
22158,8013.71,4715290.039999999,53.05704070018453,7.03956343792633
22729,7984.38,4723274.419999999,53.146881955130056,7.066848567530696
21210,7943.0199999999995,4731217.439999999,53.236257822117516,7.094133697135062
23080,7920.78,4739138.219999999,53.32538344180839,7.121418826739427
22667,7896.85,4747035.069999998,53.41423979810864,7.148703956343792
21121,7794.18,4754829.249999998,53.50194089856619,7.175989085948157
22652,7779.11,4762608.3599999985,53.589472429475215,7.203274215552524
72741,7758.95,4770367.309999999,53.67677711751105,7.230559345156889
84378,7719.34,4778086.6499999985,53.763636108810466,7.257844474761255
20711,7689.28,4785775.929999999,53.85015686118292,7.285129604365621
22940,7658.93,4793434.8599999985,53.93633611151167,7.3124147339699865
22768,7636.889999999999,4801071.749999998,54.02226736496915,7.339699863574352
35970,7631.31,4808703.059999998,54.10813583155997,7.3669849931787175
23439,7574.1,4816277.159999997,54.19336056398538,7.394270122783084
22192,7528.93,4823806.089999997,54.278077037850224,7.421555252387449
23328,7495.29,4831301.379999997,54.36241499017472,7.448840381991814
21136,7454.22,4838755.599999997,54.44629081765788,7.476125511596179
22952,7418.400000000001,4846173.999999997,54.52976359396462,7.503410641200546
21314,7399.960000000001,4853573.959999997,54.613028881056,7.530695770804911
22557,7331.839999999999,4860905.799999997,54.69552767328029,7.557980900409277
21770,7296.51,4868202.309999997,54.777628927870204,7.585266030013643
20719,7261.94,4875464.249999997,54.85934119644198,7.612551159618008
22616,7261.7699999999995,4882726.019999997,54.94105155215222,7.639836289222374
22804,7215.46,4889941.479999997,55.02224082187751,7.6671214188267385
21908,7204.320000000001,4897145.799999997,55.10330474291199,7.694406548431106
21889,7200.95,4904346.749999997,55.184330744279656,7.721691678035471
84949,7173.449999999999,4911520.199999997,55.26504731216457,7.748976807639836
22585,7135.95,4918656.149999998,55.34534192530028,7.776261937244201
84406B,7121.2300000000005,4925777.379999998,55.42547090713178,7.803547066848568
23238,7116.650000000001,4932894.029999998,55.505548354223244,7.830832196452933
22355,7114.85,4940008.879999998,55.585605547486736,7.8581173260572985
22144,7109.200000000001,4947118.079999998,55.66559916623468,7.885402455661665
84836,7099.93,4954218.009999998,55.745488477768625,7.91268758526603
22750,7095.69,4961313.699999998,55.825330080285596,7.939972714870396
22795,7077.900000000001,4968391.599999999,55.90497150746955,7.96725784447476
21218,7071.2,4975462.799999999,55.98453754540497,7.994542974079128
23007,7048.549999999999,4982511.349999999,56.063848722671864,8.021828103683493
22950,7043.95,4989555.299999999,56.143108140156194,8.049113233287859
22741,7010.94,4996566.239999999,56.22199612493996,8.076398362892224
21787,6962.08,5003528.319999999,56.30033433081583,8.10368349249659
23215,6955.8,5010484.119999999,56.37860187333635,8.130968622100955
22767,6932.83,5017416.949999999,56.456610954507845,8.15825375170532
23320,6907.52,5024324.469999999,56.534335244353926,8.185538881309688
23543,6869.47,5031193.939999999,56.611631390781156,8.212824010914051
21231,6864.610000000001,5038058.549999999,56.688872851872894,8.240109140518417
21213,6855.46,5044914.009999999,56.76601135600582,8.267394270122782
22991,6816.84,5051730.849999999,56.842715303007694,8.29467939972715
22456,6813.400000000001,5058544.249999999,56.91938054269392,8.321964529331515
84970S,6808.49,5065352.739999999,56.99599053443831,8.34924965893588
21035,6807.01,5072159.749999999,57.07258387303526,8.376534788540244
22771,6803.17,5078962.919999999,57.149134003465896,8.403819918144611
23321,6798.099999999999,5085761.019999999,57.22562708561444,8.431105047748977
23236,6782.070000000001,5092543.089999999,57.30193979617285,8.458390177353342
22487,6768.86,5099311.949999999,57.37810386613829,8.48567530695771
22844,6753.85,5106065.799999999,57.45409904168276,8.512960436562073
22333,6745.929999999999,5112811.729999999,57.53000510038421,8.540245566166439
21169,6743.98,5119555.709999999,57.6058892174387,8.567530695770804
23493,6736.2,5126291.909999999,57.68168579294789,8.594815825375171
23083,6735.88,5133027.789999999,57.75747876777655,8.622100954979537
20969,6726.81,5139754.599999999,57.83316968581653,8.649386084583902
84380,6711.0,5146465.599999999,57.90868270773426,8.676671214188266
22352,6705.04,5153170.639999999,57.98412866697718,8.703956343792633
21877,6698.56,5159869.199999998,58.05950171243942,8.731241473396999
48111,6690.8,5166559.999999998,58.134787441398906,8.758526603001364
C2,6686.0,5173245.999999998,58.210019160150495,8.78581173260573
23297,6677.0,5179922.999999998,58.285149609762264,8.813096862210095
23254,6674.950000000001,5186597.949999998,58.36025699251442,8.84038199181446
22634,6652.0,5193249.949999998,58.43510613896006,8.867667121418826
21955,6619.41,5199869.3599999985,58.509588578598326,8.894952251023193
23283,6600.27,5206469.629999998,58.58385565253259,8.922237380627559
22840,6576.88,5213046.509999998,58.657859539224624,8.949522510231924
22294,6574.82,5219621.329999998,58.73184024653577,8.976807639836288
22627,6574.29,5226195.619999998,58.805814990219794,9.004092769440655
22968,6565.0,5232760.619999998,58.87968520164728,9.03137789904502
22367,6560.79,5239321.409999998,58.95350804162158,9.058663028649386
22725,6559.26,5245880.669999998,59.027313665842115,9.085948158253752
23008,6534.049999999999,5252414.719999998,59.10083562394992,9.113233287858117
22909,6520.91,5258935.629999998,59.17420972911361,9.140518417462483
23109,6484.900000000001,5265420.529999998,59.2471786451968,9.167803547066848
22553,6461.249999999999,5271881.779999998,59.319881448484814,9.195088676671215
23293,6457.0,5278338.779999998,59.392536430234586,9.22237380627558
23103,6442.949999999999,5284781.729999999,59.465033319605,9.249658935879946
23134,6414.48,5291196.209999999,59.53720986092982,9.27694406548431
21259,6402.360000000001,5297598.569999999,59.609250026479685,9.304229195088677
21165,6401.93,5304000.499999999,59.68128535361509,9.331514324693043
22170,6378.150000000001,5310378.649999999,59.753053105178864,9.358799454297408
85014A,6361.990000000001,5316740.64,59.82463902237606,9.386084583901773
21122,6346.08,5323086.72,59.896045918238315,9.413369713506139
23229,6336.43,5329423.149999999,59.96734423107844,9.440654843110504
23534,6320.88,5335744.029999999,60.038467573349244,9.46793997271487
22637,6298.37,5342042.399999999,60.10933763024925,9.495225102319237
22505,6286.39,5348328.789999999,60.18007288667203,9.522510231923603
22173,6267.39,5354596.179999999,60.25059435268856,9.549795361527966
84992,6252.35,5360848.529999998,60.32094658672034,9.577080491132332
23553,6244.85,5367093.379999998,60.39121442980226,9.604365620736699
21669,6239.4,5373332.779999998,60.461420948793986,9.631650750341064
22381,6225.38,5379558.159999998,60.53146971297014,9.65893587994543
21533,6217.650000000001,5385775.809999999,60.601431498207326,9.686221009549795
22826,6210.0,5391985.809999999,60.67130720467567,9.71350613915416
21668,6177.53,5398163.339999999,60.74081755459184,9.740791268758526
23382,6155.04,5404318.379999999,60.81007484417975,9.768076398362892
23541,6154.69,5410473.069999999,60.87932819552334,9.795361527967259
21871,6150.13,5416623.199999999,60.94853023716942,9.822646657571624
23480,6118.59,5422741.789999999,61.0173773867411,9.849931787175988
22834,6118.43,5428860.219999999,61.086222735972505,9.877216916780354
22631,6114.83,5434975.049999999,61.155027577548005,9.90450204638472
22303,6108.85,5441083.8999999985,61.22376513140616,9.931787175989086
75049L,6092.049999999999,5447175.949999998,61.292313649536666,9.959072305593452
22635,6053.049999999999,5453228.999999998,61.360423334728,9.986357435197817
21326,6052.0,5459280.999999998,61.42852120518636,10.013642564802183
47556B,6045.0,5465325.999999998,61.496540310758206,10.040927694406548
22663,6006.33,5471332.329999998,61.564124296592674,10.068212824010914
23307,5974.39,5477306.719999998,61.63134888950207,10.095497953615281
17003,5969.61,5483276.329999998,61.69851969724611,10.122783083219646
22654,5968.67,5489244.999999998,61.765679927991116,10.15006821282401
22620,5952.83,5495197.829999998,61.83266192505003,10.177353342428376
22943,5939.280000000001,5501137.1099999985,61.89949145579292,10.204638472032743
22783,5922.12,5507059.229999999,61.96612790004258,10.231923601637108
22508,5919.46,5512978.689999999,62.03273441363534,10.259208731241474
21975,5919.280000000001,5518897.969999999,62.09933890184532,10.28649386084584
22151,5912.19,5524810.159999999,62.16586361247738,10.313778990450205
21380,5901.3,5530711.459999999,62.23226578745027,10.34106412005457
23535,5898.61,5536610.069999999,62.29863769420248,10.368349249658936
71053,5893.45,5542503.52,62.364951539981206,10.395634379263303
21155,5874.95,5548378.47,62.431057221417,10.422919508867668
22895,5839.59,5554218.06,62.49676502765459,10.450204638472032
22356,5838.09,5560056.149999999,62.56245595570221,10.477489768076397
23169,5829.650000000001,5565885.8,62.62805191580097,10.504774897680765
47591D,5815.5599999999995,5571701.359999999,62.69348933343526,10.53206002728513
21535,5804.7,5577506.06,62.7588045529742,10.559345156889496
23172,5793.28,5583299.34,62.823991273226845,10.586630286493861
22979,5785.71,5589085.05,62.88909281488079,10.613915416098227
21484,5770.27,5594855.319999999,62.954020623699314,10.641200545702592
22779,5768.6,5600623.919999999,63.01892964146635,10.668485675306957
23247,5760.52,5606384.439999999,63.08374774205008,10.695770804911325
84030E,5729.66,5612114.099999999,63.14821860200554,10.723055934515688
23485,5719.0,5617833.099999999,63.21256951429096,10.750341064120054
21888,5718.21,5623551.309999999,63.27691153739633,10.77762619372442
23113,5695.86,5629247.169999999,63.341002075471174,10.804911323328787
62018,5691.5,5634938.669999999,63.40504355427385,10.832196452933152
23296,5684.650000000001,5640623.319999999,63.46900795600901,10.859481582537517
22784,5676.87,5646300.1899999995,63.53288481619885,10.886766712141881
21922,5674.14,5651974.329999999,63.59673095808295,10.914051841746248
84970L,5663.53,5657637.859999999,63.66045771490335,10.941336971350614
22485,5652.9,5663290.76,63.724064861617514,10.96862210095498
48129,5644.46,5668935.22,63.78757704038278,10.995907230559347
23204,5632.15,5674567.37,63.850950705469046,11.02319236016371
22971,5603.57,5680170.94,63.91400278477578,11.050477489768076
21156,5585.92,5685756.86,63.97685626404722,11.077762619372441
21672,5578.14,5691335.0,64.03962220177335,11.105047748976808
84988,5565.23,5696900.23,64.10224287454452,11.132332878581174
23311,5564.25,5702464.48,64.16485252023153,11.15961800818554
23312,5523.0,5707987.48,64.22699801569445,11.186903137789903
20723,5516.7,5713504.180000001,64.28907262275949,11.21418826739427
21912,5508.53,5719012.710000001,64.35105529994985,11.241473396998636
21094,5496.53,5724509.240000001,64.41290295162045,11.268758526603001
22584,5488.94,5729998.180000002,64.47466519964983,11.296043656207368
22740,5475.25,5735473.430000002,64.53627340606542,11.323328785811732
22150,5460.5,5740933.930000002,64.59771564361297,11.350613915416098
22751,5434.85,5746368.780000001,64.65886926411208,11.377899045020463
22668,5415.66,5751784.440000001,64.71980695630087,11.40518417462483
22827,5415.0,5757199.440000001,64.78073722208607,11.432469304229196
23118,5399.02,5762598.460000001,64.84148767888746,11.459754433833561
23135,5378.8,5767977.260000001,64.9020106176881,11.487039563437925
22796,5357.549999999999,5773334.8100000005,64.96229444879751,11.514324693042292
